DATE By Day,DATE,BOROUGH,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,NYPD_MOTOR_VEHICLE_COLLISON_2014,WeekEnd Flag,WRK_WKEND_HOLIDAY
"Thursday, February 13, 2014",02/13/14,,25,0,0,0,1,0,24,0,111,Work day,Work day
"Thursday, February 13, 2014",02/13/14,BRONX,5,0,2,0,0,0,3,0,43,Work day,Work day
"Thursday, February 13, 2014",02/13/14,BROOKLYN,19,1,6,1,2,0,11,0,97,Work day,Work day
"Thursday, February 13, 2014",02/13/14,MANHATTAN,15,0,5,0,0,0,10,0,65,Work day,Work day
"Thursday, February 13, 2014",02/13/14,QUEENS,21,0,6,0,0,0,15,0,110,Work day,Work day
"Thursday, February 13, 2014",02/13/14,STATEN ISLAND,1,0,0,0,0,0,1,0,21,Work day,Work day
"Friday, February 14, 2014",02/14/14,,26,0,2,0,0,0,24,0,146,Work day,Work day
"Friday, February 14, 2014",02/14/14,BRONX,11,0,5,0,0,0,6,0,97,Work day,Work day
"Friday, February 14, 2014",02/14/14,BROOKLYN,28,0,8,0,1,0,19,0,168,Work day,Work day
"Friday, February 14, 2014",02/14/14,MANHATTAN,19,0,4,0,3,0,12,0,147,Work day,Work day
"Friday, February 14, 2014",02/14/14,QUEENS,25,0,5,0,0,0,20,0,197,Work day,Work day
"Friday, February 14, 2014",02/14/14,STATEN ISLAND,6,0,1,0,0,0,5,0,36,Work day,Work day
"Saturday, February 15, 2014",02/15/14,,15,0,2,0,0,0,13,0,94,Weekend,Weekend
"Saturday, February 15, 2014",02/15/14,BRONX,16,0,5,0,0,0,11,0,74,Weekend,Weekend
"Saturday, February 15, 2014",02/15/14,BROOKLYN,24,0,5,0,0,0,19,0,122,Weekend,Weekend
"Saturday, February 15, 2014",02/15/14,MANHATTAN,8,0,6,0,0,0,2,0,75,Weekend,Weekend
"Saturday, February 15, 2014",02/15/14,QUEENS,12,0,3,0,3,0,6,0,117,Weekend,Weekend
"Saturday, February 15, 2014",02/15/14,STATEN ISLAND,4,0,3,0,0,0,1,0,34,Weekend,Weekend
"Sunday, February 16, 2014",02/16/14,,18,0,0,0,0,0,18,0,107,Weekend,Weekend
"Sunday, February 16, 2014",02/16/14,BRONX,11,0,5,0,0,0,6,0,57,Weekend,Weekend
"Sunday, February 16, 2014",02/16/14,BROOKLYN,8,0,1,0,0,0,7,0,106,Weekend,Weekend
"Sunday, February 16, 2014",02/16/14,MANHATTAN,15,0,7,0,1,0,7,0,79,Weekend,Weekend
"Sunday, February 16, 2014",02/16/14,QUEENS,14,0,3,0,1,0,10,0,108,Weekend,Weekend
"Sunday, February 16, 2014",02/16/14,STATEN ISLAND,6,0,0,0,0,0,6,0,7,Weekend,Weekend
"Monday, February 17, 2014",02/17/14,,27,0,4,0,0,0,23,0,138,Work day,President's Day
"Monday, February 17, 2014",02/17/14,BRONX,10,0,1,0,0,0,9,0,50,Work day,President's Day
"Monday, February 17, 2014",02/17/14,BROOKLYN,22,0,3,0,0,0,19,0,121,Work day,President's Day
"Monday, February 17, 2014",02/17/14,MANHATTAN,12,0,7,0,2,0,3,0,56,Work day,President's Day
"Monday, February 17, 2014",02/17/14,QUEENS,20,0,5,0,0,0,15,0,110,Work day,President's Day
"Monday, February 17, 2014",02/17/14,STATEN ISLAND,3,0,1,0,0,0,2,0,16,Work day,President's Day
"Tuesday, February 18, 2014",02/18/14,,29,2,3,0,0,0,26,2,108,Work day,Work day
"Tuesday, February 18, 2014",02/18/14,BRONX,4,0,1,0,0,0,3,0,51,Work day,Work day
"Tuesday, February 18, 2014",02/18/14,BROOKLYN,19,0,3,0,0,0,16,0,129,Work day,Work day
"Tuesday, February 18, 2014",02/18/14,MANHATTAN,19,0,9,0,0,0,10,0,90,Work day,Work day
"Tuesday, February 18, 2014",02/18/14,QUEENS,32,0,3,0,1,0,28,0,116,Work day,Work day
"Tuesday, February 18, 2014",02/18/14,STATEN ISLAND,8,0,1,0,0,0,7,0,24,Work day,Work day
"Wednesday, February 19, 2014",02/19/14,,24,0,4,0,0,0,20,0,113,Work day,Work day
"Wednesday, February 19, 2014",02/19/14,BRONX,8,0,2,0,0,0,6,0,53,Work day,Work day
"Wednesday, February 19, 2014",02/19/14,BROOKLYN,42,0,10,0,0,0,32,0,137,Work day,Work day
"Wednesday, February 19, 2014",02/19/14,MANHATTAN,14,0,11,0,1,0,2,0,120,Work day,Work day
"Wednesday, February 19, 2014",02/19/14,QUEENS,18,0,4,0,1,0,13,0,110,Work day,Work day
"Wednesday, February 19, 2014",02/19/14,STATEN ISLAND,4,0,3,0,0,0,1,0,18,Work day,Work day
"Thursday, February 20, 2014",02/20/14,,24,1,2,1,0,0,22,0,137,Work day,Work day
"Thursday, February 20, 2014",02/20/14,BRONX,9,0,5,0,0,0,4,0,57,Work day,Work day
"Thursday, February 20, 2014",02/20/14,BROOKLYN,12,0,5,0,0,0,7,0,106,Work day,Work day
"Thursday, February 20, 2014",02/20/14,MANHATTAN,28,0,15,0,3,0,10,0,119,Work day,Work day
"Thursday, February 20, 2014",02/20/14,QUEENS,14,0,1,0,1,0,12,0,111,Work day,Work day
"Thursday, February 20, 2014",02/20/14,STATEN ISLAND,3,0,1,0,0,0,2,0,26,Work day,Work day
"Friday, February 21, 2014",02/21/14,,28,0,4,0,0,0,24,0,122,Work day,Work day
"Friday, February 21, 2014",02/21/14,BRONX,6,0,2,0,0,0,4,0,41,Work day,Work day
"Friday, February 21, 2014",02/21/14,BROOKLYN,27,0,6,0,1,0,20,0,114,Work day,Work day
"Friday, February 21, 2014",02/21/14,MANHATTAN,26,0,19,0,0,0,7,0,133,Work day,Work day
"Friday, February 21, 2014",02/21/14,QUEENS,33,0,15,0,1,0,17,0,124,Work day,Work day
"Friday, February 21, 2014",02/21/14,STATEN ISLAND,0,0,0,0,0,0,0,0,9,Work day,Work day
"Saturday, February 22, 2014",02/22/14,,35,0,5,0,0,0,30,0,154,Weekend,Weekend
"Saturday, February 22, 2014",02/22/14,BRONX,16,0,8,0,0,0,8,0,59,Weekend,Weekend
"Saturday, February 22, 2014",02/22/14,BROOKLYN,40,0,4,0,2,0,34,0,114,Weekend,Weekend
"Saturday, February 22, 2014",02/22/14,MANHATTAN,20,0,8,0,0,0,12,0,101,Weekend,Weekend
"Saturday, February 22, 2014",02/22/14,QUEENS,23,0,4,0,0,0,19,0,130,Weekend,Weekend
"Saturday, February 22, 2014",02/22/14,STATEN ISLAND,6,0,0,0,0,0,6,0,29,Weekend,Weekend
"Sunday, February 23, 2014",02/23/14,,40,1,4,1,0,0,36,0,107,Weekend,Weekend
"Sunday, February 23, 2014",02/23/14,BRONX,12,0,4,0,1,0,7,0,52,Weekend,Weekend
"Sunday, February 23, 2014",02/23/14,BROOKLYN,45,1,7,1,0,0,38,0,88,Weekend,Weekend
"Sunday, February 23, 2014",02/23/14,MANHATTAN,21,0,7,0,4,0,10,0,80,Weekend,Weekend
"Sunday, February 23, 2014",02/23/14,QUEENS,19,0,4,0,0,0,15,0,68,Weekend,Weekend
"Sunday, February 23, 2014",02/23/14,STATEN ISLAND,4,0,0,0,1,0,3,0,17,Weekend,Weekend
"Monday, February 24, 2014",02/24/14,,29,0,8,0,0,0,21,0,132,Work day,Work day
"Monday, February 24, 2014",02/24/14,BRONX,19,0,2,0,0,0,17,0,62,Work day,Work day
"Monday, February 24, 2014",02/24/14,BROOKLYN,30,0,7,0,0,0,23,0,119,Work day,Work day
"Monday, February 24, 2014",02/24/14,MANHATTAN,12,0,6,0,1,0,5,0,124,Work day,Work day
"Monday, February 24, 2014",02/24/14,QUEENS,28,0,10,0,1,0,17,0,113,Work day,Work day
"Monday, February 24, 2014",02/24/14,STATEN ISLAND,2,0,0,0,0,0,2,0,17,Work day,Work day
"Tuesday, February 25, 2014",02/25/14,,25,0,4,0,0,0,21,0,118,Work day,Work day
"Tuesday, February 25, 2014",02/25/14,BRONX,18,0,4,0,0,0,14,0,58,Work day,Work day
"Tuesday, February 25, 2014",02/25/14,BROOKLYN,18,0,8,0,1,0,9,0,107,Work day,Work day
"Tuesday, February 25, 2014",02/25/14,MANHATTAN,9,0,6,0,1,0,2,0,100,Work day,Work day
"Tuesday, February 25, 2014",02/25/14,QUEENS,23,0,3,0,0,0,20,0,112,Work day,Work day
"Tuesday, February 25, 2014",02/25/14,STATEN ISLAND,0,0,0,0,0,0,0,0,17,Work day,Work day
"Wednesday, February 26, 2014",02/26/14,,23,0,5,0,0,0,18,0,118,Work day,Work day
"Wednesday, February 26, 2014",02/26/14,BRONX,18,0,7,0,0,0,11,0,54,Work day,Work day
"Wednesday, February 26, 2014",02/26/14,BROOKLYN,27,0,8,0,0,0,19,0,105,Work day,Work day
"Wednesday, February 26, 2014",02/26/14,MANHATTAN,14,0,8,0,1,0,5,0,107,Work day,Work day
"Wednesday, February 26, 2014",02/26/14,QUEENS,29,0,7,0,0,0,22,0,108,Work day,Work day
"Wednesday, February 26, 2014",02/26/14,STATEN ISLAND,3,0,0,0,0,0,3,0,19,Work day,Work day
"Thursday, February 27, 2014",02/27/14,,27,0,4,0,0,0,23,0,146,Work day,Work day
"Thursday, February 27, 2014",02/27/14,BRONX,10,0,1,0,0,0,9,0,39,Work day,Work day
"Thursday, February 27, 2014",02/27/14,BROOKLYN,42,0,10,0,0,0,32,0,151,Work day,Work day
"Thursday, February 27, 2014",02/27/14,MANHATTAN,12,0,5,0,1,0,6,0,96,Work day,Work day
"Thursday, February 27, 2014",02/27/14,QUEENS,31,0,10,0,0,0,21,0,112,Work day,Work day
"Thursday, February 27, 2014",02/27/14,STATEN ISLAND,6,0,1,0,0,0,5,0,26,Work day,Work day
"Friday, February 28, 2014",02/28/14,,41,0,4,0,0,0,37,0,156,Work day,Work day
"Friday, February 28, 2014",02/28/14,BRONX,27,0,6,0,0,0,21,0,76,Work day,Work day
"Friday, February 28, 2014",02/28/14,BROOKLYN,34,0,12,0,0,0,22,0,158,Work day,Work day
"Friday, February 28, 2014",02/28/14,MANHATTAN,16,0,12,0,2,0,2,0,129,Work day,Work day
"Friday, February 28, 2014",02/28/14,QUEENS,24,0,8,0,0,0,16,0,108,Work day,Work day
"Friday, February 28, 2014",02/28/14,STATEN ISLAND,10,0,0,0,0,0,10,0,28,Work day,Work day
"Saturday, March 1, 2014",03/01/14,,56,1,3,1,1,0,52,0,135,Weekend,Weekend
"Saturday, March 1, 2014",03/01/14,BRONX,7,0,2,0,0,0,5,0,49,Weekend,Weekend
"Saturday, March 1, 2014",03/01/14,BROOKLYN,30,0,8,0,3,0,19,0,103,Weekend,Weekend
"Saturday, March 1, 2014",03/01/14,MANHATTAN,21,0,6,0,1,0,14,0,98,Weekend,Weekend
"Saturday, March 1, 2014",03/01/14,QUEENS,29,0,4,0,0,0,25,0,95,Weekend,Weekend
"Saturday, March 1, 2014",03/01/14,STATEN ISLAND,1,0,0,0,0,0,1,0,17,Weekend,Weekend
"Sunday, March 2, 2014",03/02/14,,25,0,1,0,0,0,24,0,78,Weekend,Weekend
"Sunday, March 2, 2014",03/02/14,BRONX,11,0,4,0,0,0,7,0,41,Weekend,Weekend
"Sunday, March 2, 2014",03/02/14,BROOKLYN,20,0,5,0,0,0,15,0,88,Weekend,Weekend
"Sunday, March 2, 2014",03/02/14,MANHATTAN,8,0,2,0,4,0,2,0,58,Weekend,Weekend
"Sunday, March 2, 2014",03/02/14,QUEENS,8,0,2,0,1,0,5,0,66,Weekend,Weekend
"Sunday, March 2, 2014",03/02/14,STATEN ISLAND,2,0,0,0,0,0,2,0,13,Weekend,Weekend
"Monday, March 3, 2014",03/03/14,,11,0,3,0,0,0,8,0,81,Work day,Work day
"Monday, March 3, 2014",03/03/14,BRONX,12,0,1,0,0,0,11,0,53,Work day,Work day
"Monday, March 3, 2014",03/03/14,BROOKLYN,26,0,7,0,0,0,19,0,114,Work day,Work day
"Monday, March 3, 2014",03/03/14,MANHATTAN,18,0,9,0,2,0,7,0,83,Work day,Work day
"Monday, March 3, 2014",03/03/14,QUEENS,24,0,8,0,0,0,16,0,95,Work day,Work day
"Monday, March 3, 2014",03/03/14,STATEN ISLAND,2,0,0,0,0,0,2,0,13,Work day,Work day
"Tuesday, March 4, 2014",03/04/14,,28,0,2,0,0,0,26,0,129,Work day,Work day
"Tuesday, March 4, 2014",03/04/14,BRONX,11,0,5,0,1,0,5,0,68,Work day,Work day
"Tuesday, March 4, 2014",03/04/14,BROOKLYN,21,1,9,0,2,0,10,1,112,Work day,Work day
"Tuesday, March 4, 2014",03/04/14,MANHATTAN,13,0,4,0,3,0,6,0,99,Work day,Work day
"Tuesday, March 4, 2014",03/04/14,QUEENS,36,0,6,0,1,0,29,0,112,Work day,Work day
"Tuesday, March 4, 2014",03/04/14,STATEN ISLAND,1,0,0,0,0,0,1,0,10,Work day,Work day
"Wednesday, March 5, 2014",03/05/14,,36,0,9,0,0,0,27,0,105,Work day,Work day
"Wednesday, March 5, 2014",03/05/14,BRONX,10,0,2,0,0,0,8,0,55,Work day,Work day
"Wednesday, March 5, 2014",03/05/14,BROOKLYN,32,0,15,0,1,0,16,0,119,Work day,Work day
"Wednesday, March 5, 2014",03/05/14,MANHATTAN,11,0,4,0,3,0,4,0,92,Work day,Work day
"Wednesday, March 5, 2014",03/05/14,QUEENS,26,1,11,0,1,0,14,1,100,Work day,Work day
"Wednesday, March 5, 2014",03/05/14,STATEN ISLAND,1,0,0,0,0,0,1,0,19,Work day,Work day
"Thursday, March 6, 2014",03/06/14,,39,0,6,0,1,0,32,0,138,Work day,Work day
"Thursday, March 6, 2014",03/06/14,BRONX,11,0,4,0,0,0,7,0,54,Work day,Work day
"Thursday, March 6, 2014",03/06/14,BROOKLYN,33,0,8,0,1,0,24,0,122,Work day,Work day
"Thursday, March 6, 2014",03/06/14,MANHATTAN,12,0,6,0,3,0,3,0,112,Work day,Work day
"Thursday, March 6, 2014",03/06/14,QUEENS,24,1,3,1,0,0,21,0,110,Work day,Work day
"Thursday, March 6, 2014",03/06/14,STATEN ISLAND,3,0,0,0,0,0,3,0,22,Work day,Work day
"Friday, March 7, 2014",03/07/14,,20,0,2,0,1,0,17,0,127,Work day,Work day
"Friday, March 7, 2014",03/07/14,BRONX,18,0,5,0,0,0,13,0,47,Work day,Work day
"Friday, March 7, 2014",03/07/14,BROOKLYN,33,0,12,0,2,0,19,0,125,Work day,Work day
"Friday, March 7, 2014",03/07/14,MANHATTAN,8,0,7,0,0,0,1,0,102,Work day,Work day
"Friday, March 7, 2014",03/07/14,QUEENS,25,1,11,1,0,0,14,0,115,Work day,Work day
"Friday, March 7, 2014",03/07/14,STATEN ISLAND,4,0,1,0,0,0,3,0,17,Work day,Work day
"Saturday, March 8, 2014",03/08/14,,27,0,2,0,0,0,25,0,120,Weekend,Weekend
"Saturday, March 8, 2014",03/08/14,BRONX,31,0,5,0,0,0,26,0,52,Weekend,Weekend
"Saturday, March 8, 2014",03/08/14,BROOKLYN,43,0,11,0,1,0,31,0,116,Weekend,Weekend
"Saturday, March 8, 2014",03/08/14,MANHATTAN,19,0,7,0,3,0,9,0,102,Weekend,Weekend
"Saturday, March 8, 2014",03/08/14,QUEENS,17,0,4,0,3,0,10,0,105,Weekend,Weekend
"Saturday, March 8, 2014",03/08/14,STATEN ISLAND,2,0,0,0,0,0,2,0,20,Weekend,Weekend
"Sunday, March 9, 2014",03/09/14,,22,0,1,0,1,0,20,0,96,Weekend,Weekend
"Sunday, March 9, 2014",03/09/14,BRONX,9,0,3,0,0,0,6,0,31,Weekend,Weekend
"Sunday, March 9, 2014",03/09/14,BROOKLYN,40,1,4,0,1,0,35,1,110,Weekend,Weekend
"Sunday, March 9, 2014",03/09/14,MANHATTAN,15,0,5,0,0,0,10,0,74,Weekend,Weekend
"Sunday, March 9, 2014",03/09/14,QUEENS,23,0,3,0,1,0,19,0,82,Weekend,Weekend
"Sunday, March 9, 2014",03/09/14,STATEN ISLAND,3,0,0,0,0,0,3,0,11,Weekend,Weekend
"Monday, March 10, 2014",03/10/14,,49,0,12,0,1,0,36,0,129,Work day,Work day
"Monday, March 10, 2014",03/10/14,BRONX,21,0,3,0,1,0,17,0,65,Work day,Work day
"Monday, March 10, 2014",03/10/14,BROOKLYN,49,0,10,0,2,0,37,0,117,Work day,Work day
"Monday, March 10, 2014",03/10/14,MANHATTAN,11,0,4,0,1,0,6,0,88,Work day,Work day
"Monday, March 10, 2014",03/10/14,QUEENS,16,0,4,0,1,0,11,0,91,Work day,Work day
"Monday, March 10, 2014",03/10/14,STATEN ISLAND,1,0,0,0,0,0,1,0,23,Work day,Work day
"Tuesday, March 11, 2014",03/11/14,,13,0,1,0,1,0,11,0,114,Work day,Work day
"Tuesday, March 11, 2014",03/11/14,BRONX,10,0,2,0,0,0,8,0,42,Work day,Work day
"Tuesday, March 11, 2014",03/11/14,BROOKLYN,39,0,9,0,2,0,28,0,124,Work day,Work day
"Tuesday, March 11, 2014",03/11/14,MANHATTAN,23,0,7,0,5,0,11,0,106,Work day,Work day
"Tuesday, March 11, 2014",03/11/14,QUEENS,27,0,7,0,3,0,17,0,105,Work day,Work day
"Tuesday, March 11, 2014",03/11/14,STATEN ISLAND,7,0,2,0,0,0,5,0,18,Work day,Work day
"Wednesday, March 12, 2014",03/12/14,,26,0,3,0,1,0,22,0,115,Work day,Work day
"Wednesday, March 12, 2014",03/12/14,BRONX,11,0,2,0,0,0,9,0,47,Work day,Work day
"Wednesday, March 12, 2014",03/12/14,BROOKLYN,29,0,5,0,2,0,22,0,127,Work day,Work day
"Wednesday, March 12, 2014",03/12/14,MANHATTAN,17,0,7,0,4,0,6,0,108,Work day,Work day
"Wednesday, March 12, 2014",03/12/14,QUEENS,25,0,6,0,2,0,17,0,103,Work day,Work day
"Wednesday, March 12, 2014",03/12/14,STATEN ISLAND,6,0,1,0,0,0,5,0,15,Work day,Work day
"Thursday, March 13, 2014",03/13/14,,29,0,3,0,1,0,25,0,138,Work day,Work day
"Thursday, March 13, 2014",03/13/14,BRONX,14,0,6,0,0,0,8,0,53,Work day,Work day
"Thursday, March 13, 2014",03/13/14,BROOKLYN,30,0,10,0,2,0,18,0,129,Work day,Work day
"Thursday, March 13, 2014",03/13/14,MANHATTAN,16,0,8,0,2,0,6,0,103,Work day,Work day
"Thursday, March 13, 2014",03/13/14,QUEENS,12,0,3,0,0,0,9,0,97,Work day,Work day
"Thursday, March 13, 2014",03/13/14,STATEN ISLAND,9,0,3,0,1,0,5,0,25,Work day,Work day
"Friday, March 14, 2014",03/14/14,,25,0,2,0,0,0,23,0,131,Work day,Work day
"Friday, March 14, 2014",03/14/14,BRONX,10,0,4,0,0,0,6,0,57,Work day,Work day
"Friday, March 14, 2014",03/14/14,BROOKLYN,54,0,8,0,2,0,44,0,155,Work day,Work day
"Friday, March 14, 2014",03/14/14,MANHATTAN,19,0,12,0,4,0,3,0,123,Work day,Work day
"Friday, March 14, 2014",03/14/14,QUEENS,21,0,6,0,0,0,15,0,99,Work day,Work day
"Friday, March 14, 2014",03/14/14,STATEN ISLAND,6,0,0,0,0,0,6,0,19,Work day,Work day
"Saturday, March 15, 2014",03/15/14,,45,0,7,0,2,0,36,0,139,Weekend,Weekend
"Saturday, March 15, 2014",03/15/14,BRONX,12,0,4,0,0,0,8,0,33,Weekend,Weekend
"Saturday, March 15, 2014",03/15/14,BROOKLYN,27,0,5,0,0,0,22,0,120,Weekend,Weekend
"Saturday, March 15, 2014",03/15/14,MANHATTAN,17,1,6,1,4,0,7,0,106,Weekend,Weekend
"Saturday, March 15, 2014",03/15/14,QUEENS,16,0,6,0,1,0,9,0,107,Weekend,Weekend
"Saturday, March 15, 2014",03/15/14,STATEN ISLAND,2,0,0,0,0,0,2,0,13,Weekend,Weekend
"Sunday, March 16, 2014",03/16/14,,21,0,1,0,1,0,19,0,86,Weekend,Weekend
"Sunday, March 16, 2014",03/16/14,BRONX,6,0,3,0,0,0,3,0,29,Weekend,Weekend
"Sunday, March 16, 2014",03/16/14,BROOKLYN,33,1,9,1,1,0,23,0,97,Weekend,Weekend
"Sunday, March 16, 2014",03/16/14,MANHATTAN,16,0,5,0,2,0,9,0,94,Weekend,Weekend
"Sunday, March 16, 2014",03/16/14,QUEENS,22,0,1,0,1,0,20,0,96,Weekend,Weekend
"Sunday, March 16, 2014",03/16/14,STATEN ISLAND,2,0,1,0,0,0,1,0,10,Weekend,Weekend
"Monday, March 17, 2014",03/17/14,,38,0,5,0,0,0,33,0,112,Work day,Work day
"Monday, March 17, 2014",03/17/14,BRONX,9,0,3,0,0,0,6,0,48,Work day,Work day
"Monday, March 17, 2014",03/17/14,BROOKLYN,32,0,9,0,1,0,22,0,128,Work day,Work day
"Monday, March 17, 2014",03/17/14,MANHATTAN,17,0,10,0,2,0,5,0,113,Work day,Work day
"Monday, March 17, 2014",03/17/14,QUEENS,29,0,6,0,1,0,22,0,105,Work day,Work day
"Monday, March 17, 2014",03/17/14,STATEN ISLAND,2,0,1,0,0,0,1,0,13,Work day,Work day
"Tuesday, March 18, 2014",03/18/14,,27,0,1,0,0,0,26,0,133,Work day,Work day
"Tuesday, March 18, 2014",03/18/14,BRONX,11,0,9,0,0,0,2,0,54,Work day,Work day
"Tuesday, March 18, 2014",03/18/14,BROOKLYN,22,1,9,1,2,0,11,0,116,Work day,Work day
"Tuesday, March 18, 2014",03/18/14,MANHATTAN,22,0,11,0,3,0,8,0,115,Work day,Work day
"Tuesday, March 18, 2014",03/18/14,QUEENS,36,0,9,0,1,0,26,0,116,Work day,Work day
"Tuesday, March 18, 2014",03/18/14,STATEN ISLAND,3,0,0,0,0,0,3,0,17,Work day,Work day
"Wednesday, March 19, 2014",03/19/14,,23,1,4,0,1,0,18,1,123,Work day,Work day
"Wednesday, March 19, 2014",03/19/14,BRONX,9,0,6,0,1,0,2,0,44,Work day,Work day
"Wednesday, March 19, 2014",03/19/14,BROOKLYN,44,0,16,0,1,0,27,0,137,Work day,Work day
"Wednesday, March 19, 2014",03/19/14,MANHATTAN,19,0,9,0,0,0,10,0,107,Work day,Work day
"Wednesday, March 19, 2014",03/19/14,QUEENS,26,0,10,0,2,0,14,0,98,Work day,Work day
"Wednesday, March 19, 2014",03/19/14,STATEN ISLAND,7,0,2,0,0,0,5,0,16,Work day,Work day
"Thursday, March 20, 2014",03/20/14,,36,0,4,0,1,0,31,0,168,Work day,Work day
"Thursday, March 20, 2014",03/20/14,BRONX,7,0,1,0,1,0,5,0,48,Work day,Work day
"Thursday, March 20, 2014",03/20/14,BROOKLYN,48,0,16,0,3,0,29,0,132,Work day,Work day
"Thursday, March 20, 2014",03/20/14,MANHATTAN,17,0,11,0,1,0,5,0,127,Work day,Work day
"Thursday, March 20, 2014",03/20/14,QUEENS,20,0,5,0,1,0,14,0,124,Work day,Work day
"Thursday, March 20, 2014",03/20/14,STATEN ISLAND,6,0,3,0,0,0,3,0,28,Work day,Work day
"Friday, March 21, 2014",03/21/14,,37,1,9,0,1,0,27,1,142,Work day,Work day
"Friday, March 21, 2014",03/21/14,BRONX,12,0,8,0,0,0,4,0,70,Work day,Work day
"Friday, March 21, 2014",03/21/14,BROOKLYN,51,1,11,1,3,0,37,0,138,Work day,Work day
"Friday, March 21, 2014",03/21/14,MANHATTAN,20,0,6,0,4,0,10,0,113,Work day,Work day
"Friday, March 21, 2014",03/21/14,QUEENS,41,0,8,0,2,0,31,0,105,Work day,Work day
"Friday, March 21, 2014",03/21/14,STATEN ISLAND,4,0,1,0,0,0,3,0,21,Work day,Work day
"Saturday, March 22, 2014",03/22/14,,30,0,5,0,1,0,24,0,123,Weekend,Weekend
"Saturday, March 22, 2014",03/22/14,BRONX,19,0,8,0,2,0,9,0,56,Weekend,Weekend
"Saturday, March 22, 2014",03/22/14,BROOKLYN,34,0,10,0,1,0,23,0,112,Weekend,Weekend
"Saturday, March 22, 2014",03/22/14,MANHATTAN,16,0,9,0,2,0,5,0,94,Weekend,Weekend
"Saturday, March 22, 2014",03/22/14,QUEENS,21,0,8,0,1,0,12,0,87,Weekend,Weekend
"Saturday, March 22, 2014",03/22/14,STATEN ISLAND,4,0,0,0,0,0,4,0,20,Weekend,Weekend
"Sunday, March 23, 2014",03/23/14,,32,0,2,0,0,0,30,0,101,Weekend,Weekend
"Sunday, March 23, 2014",03/23/14,BRONX,20,0,2,0,0,0,18,0,38,Weekend,Weekend
"Sunday, March 23, 2014",03/23/14,BROOKLYN,38,1,2,0,3,0,33,1,103,Weekend,Weekend
"Sunday, March 23, 2014",03/23/14,MANHATTAN,16,0,9,0,4,0,3,0,92,Weekend,Weekend
"Sunday, March 23, 2014",03/23/14,QUEENS,17,0,1,0,4,0,12,0,83,Weekend,Weekend
"Sunday, March 23, 2014",03/23/14,STATEN ISLAND,3,0,0,0,0,0,3,0,8,Weekend,Weekend
"Monday, March 24, 2014",03/24/14,,37,0,5,0,0,0,32,0,152,Work day,Work day
"Monday, March 24, 2014",03/24/14,BRONX,10,1,2,1,0,0,8,0,45,Work day,Work day
"Monday, March 24, 2014",03/24/14,BROOKLYN,40,0,11,0,1,0,28,0,125,Work day,Work day
"Monday, March 24, 2014",03/24/14,MANHATTAN,16,0,7,0,2,0,7,0,92,Work day,Work day
"Monday, March 24, 2014",03/24/14,QUEENS,19,0,1,0,0,0,18,0,116,Work day,Work day
"Monday, March 24, 2014",03/24/14,STATEN ISLAND,3,0,0,0,0,0,3,0,15,Work day,Work day
"Tuesday, March 25, 2014",03/25/14,,28,0,3,0,1,0,24,0,92,Work day,Work day
"Tuesday, March 25, 2014",03/25/14,BRONX,16,0,6,0,0,0,10,0,57,Work day,Work day
"Tuesday, March 25, 2014",03/25/14,BROOKLYN,30,0,5,0,1,0,24,0,107,Work day,Work day
"Tuesday, March 25, 2014",03/25/14,MANHATTAN,15,0,4,0,3,0,8,0,93,Work day,Work day
"Tuesday, March 25, 2014",03/25/14,QUEENS,23,1,4,1,0,0,19,0,107,Work day,Work day
"Tuesday, March 25, 2014",03/25/14,STATEN ISLAND,3,0,2,0,0,0,1,0,17,Work day,Work day
"Wednesday, March 26, 2014",03/26/14,,32,0,6,0,1,0,25,0,132,Work day,Work day
"Wednesday, March 26, 2014",03/26/14,BRONX,17,0,4,0,0,0,13,0,59,Work day,Work day
"Wednesday, March 26, 2014",03/26/14,BROOKLYN,27,0,12,0,0,0,15,0,135,Work day,Work day
"Wednesday, March 26, 2014",03/26/14,MANHATTAN,17,0,5,0,3,0,9,0,109,Work day,Work day
"Wednesday, March 26, 2014",03/26/14,QUEENS,32,0,12,0,0,0,20,0,109,Work day,Work day
"Wednesday, March 26, 2014",03/26/14,STATEN ISLAND,5,0,0,0,0,0,5,0,19,Work day,Work day
"Thursday, March 27, 2014",03/27/14,,25,1,4,1,0,0,21,0,120,Work day,Work day
"Thursday, March 27, 2014",03/27/14,BRONX,16,0,5,0,1,0,10,0,57,Work day,Work day
"Thursday, March 27, 2014",03/27/14,BROOKLYN,46,0,7,0,0,0,39,0,120,Work day,Work day
"Thursday, March 27, 2014",03/27/14,MANHATTAN,13,1,6,0,2,0,5,1,114,Work day,Work day
"Thursday, March 27, 2014",03/27/14,QUEENS,26,0,5,0,1,0,20,0,106,Work day,Work day
"Thursday, March 27, 2014",03/27/14,STATEN ISLAND,7,0,3,0,0,0,4,0,21,Work day,Work day
"Friday, March 28, 2014",03/28/14,,32,1,7,1,1,0,24,0,118,Work day,Work day
"Friday, March 28, 2014",03/28/14,BRONX,22,0,5,0,0,0,17,0,57,Work day,Work day
