State Name,State Abbreviation,Calendar_DAY,Month_name,YEAR,Full_Date,First_Crash_event,Light_cond_desc,Weather_condition,Sum Of . of Vehicle involved,Sum Of Pedestrains,Sum Of Total_Persons_in_accident,Sum Of FATALS,Count Of Accident-2013
ARIZONA,AZ,30,December,2013,December-30-2013,Guardrail Face,Daylight,Clear,1,0,1,1,1
ARIZONA,AZ,30,December,2013,December-30-2013,Motor Vehicle in Transport,Dark - but lighted,Clear,2,1,4,1,1
ARIZONA,AZ,30,January,2013,January-30-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARIZONA,AZ,30,July,2013,July-30-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARIZONA,AZ,30,July,2013,July-30-2013,Rollover/Overturn,Dark - Unknown Lighting,Not Reported,1,0,3,1,1
ARIZONA,AZ,30,June,2013,June-30-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,4,2,1
ARIZONA,AZ,30,June,2013,June-30-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,3,1,1
ARIZONA,AZ,30,June,2013,June-30-2013,Unknown,Unknown,Unknown,1,0,1,1,1
ARIZONA,AZ,30,March,2013,March-30-2013,Rollover/Overturn,Daylight,Clear,1,0,3,1,1
ARIZONA,AZ,30,May,2013,May-30-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,8,4,1
ARIZONA,AZ,30,November,2013,November-30-2013,Concrete Traffic Barrier,Dark - but lighted,Clear,1,0,2,2,1
ARIZONA,AZ,30,November,2013,November-30-2013,Pedestrian,Dark - but lighted,Clear,1,1,2,1,1
ARIZONA,AZ,30,November,2013,November-30-2013,Pedestrian,Dark - Not lighted,Clear,1,1,3,1,1
ARIZONA,AZ,30,November,2013,November-30-2013,Pedestrian,Unknown,Unknown,1,1,2,1,1
ARIZONA,AZ,30,October,2013,October-30-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,3,2,1
ARIZONA,AZ,30,October,2013,October-30-2013,Motor Vehicle in Transport,Dark - Not lighted,Cloudy,2,0,2,1,1
ARIZONA,AZ,30,September,2013,September-30-2013,Motor Vehicle in Transport,Dark - but lighted,Clear,2,0,5,1,1
ARIZONA,AZ,31,August,2013,August-31-2013,Motor Vehicle in Transport,Daylight,Clear,3,0,6,1,1
ARIZONA,AZ,31,August,2013,August-31-2013,Motor Vehicle in Transport,Daylight,Cloudy,2,0,2,1,1
ARIZONA,AZ,31,August,2013,August-31-2013,Rollover/Overturn,Dark - Not lighted,Cloudy,1,0,7,1,1
ARIZONA,AZ,31,December,2013,December-31-2013,Curb,Dark - Unknown Lighting,Unknown,1,0,1,1,1
ARIZONA,AZ,31,December,2013,December-31-2013,Pedestrian,Unknown,Unknown,1,1,1,1,1
ARIZONA,AZ,31,March,2013,March-31-2013,Curb,Dark - but lighted,Clear,1,0,1,1,1
ARIZONA,AZ,31,March,2013,March-31-2013,Curb,Daylight,Clear,1,0,2,1,1
ARIZONA,AZ,31,March,2013,March-31-2013,Ditch,Dawn,Clear,1,0,2,1,1
ARIZONA,AZ,31,March,2013,March-31-2013,Guardrail End,Dawn,Clear,1,0,2,2,1
ARIZONA,AZ,31,March,2013,March-31-2013,Motor Vehicle in Transport,Dark - but lighted,Clear,2,0,6,1,1
ARIZONA,AZ,31,March,2013,March-31-2013,Rollover/Overturn,Dark - Not lighted,Clear,1,0,1,1,1
ARIZONA,AZ,31,March,2013,March-31-2013,Tree (Standing Only),Dark - but lighted,Clear,1,0,1,1,1
ARIZONA,AZ,31,March,2013,March-31-2013,Tree (Standing Only),Daylight,Clear,1,0,1,1,1
ARIZONA,AZ,31,May,2013,May-31-2013,Pedestrian,Dark - but lighted,Clear,1,1,2,1,1
ARIZONA,AZ,31,May,2013,May-31-2013,Rollover/Overturn,Daylight,Clear,1,0,1,1,1
ARIZONA,AZ,31,October,2013,October-31-2013,Motor Vehicle in Transport,Dark - but lighted,Clear,2,0,2,1,1
ARIZONA,AZ,31,October,2013,October-31-2013,Rollover/Overturn,Daylight,Clear,4,0,5,3,3
ARKANSAS,AR,1,April,2013,April-1-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,1,August,2013,August-1-2013,Pedestrian,Dark - Not lighted,Clear,2,1,3,1,1
ARKANSAS,AR,1,December,2013,December-1-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,4,1,1
ARKANSAS,AR,1,December,2013,December-1-2013,Traffic Sign Support,Dawn,Clear,1,0,1,1,1
ARKANSAS,AR,1,February,2013,February-1-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,3,1,1
ARKANSAS,AR,1,February,2013,February-1-2013,Motor Vehicle in Transport,Dusk,Clear,2,0,2,1,1
ARKANSAS,AR,1,January,2013,January-1-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,5,0,19,3,2
ARKANSAS,AR,1,January,2013,January-1-2013,Motor Vehicle in Transport,Dark - Not lighted,Other,2,0,3,1,1
ARKANSAS,AR,1,January,2013,January-1-2013,Pedestrian,Dark - Not lighted,Clear,1,1,1,1,1
ARKANSAS,AR,1,March,2013,March-1-2013,Ditch,Dark - Not lighted,Snow,1,0,3,1,1
ARKANSAS,AR,1,May,2013,May-1-2013,Embankment,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,1,May,2013,May-1-2013,Motor Vehicle in Transport,Daylight,Clear,3,0,4,1,1
ARKANSAS,AR,2,August,2013,August-2-2013,Pedestrian,Dark - Not lighted,Clear,1,1,1,1,1
ARKANSAS,AR,2,August,2013,August-2-2013,Tree (Standing Only),Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,2,December,2013,December-2-2013,Ditch,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,2,January,2013,January-2-2013,Tree (Standing Only),Dark - Not lighted,Clear,1,0,3,1,1
ARKANSAS,AR,2,July,2013,July-2-2013,Pedalcyclist,Daylight,Clear,1,9,1,1,1
ARKANSAS,AR,2,June,2013,June-2-2013,Motor Vehicle in Transport,Dark - but lighted,Clear,3,0,10,1,1
ARKANSAS,AR,2,June,2013,June-2-2013,Tree (Standing Only),Daylight,Clear,1,0,3,1,1
ARKANSAS,AR,2,March,2013,March-2-2013,Guardrail End,Dark - Not lighted,Clear,2,0,2,2,2
ARKANSAS,AR,2,May,2013,May-2-2013,Parked Motor Vehicle (Not In Transport),Dark - Not lighted,Clear,4,0,2,2,1
ARKANSAS,AR,2,November,2013,November-2-2013,Mail Box,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,2,November,2013,November-2-2013,Mail Box,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,2,October,2013,October-2-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,4,1,1
ARKANSAS,AR,3,April,2013,April-3-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,3,April,2013,April-3-2013,Pedestrian,Dark - Not lighted,Clear,1,1,1,1,1
ARKANSAS,AR,3,August,2013,August-3-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,2,1,1
ARKANSAS,AR,3,December,2013,December-3-2013,Motor Vehicle in Transport,Dark - Not lighted,Fog Smog Smoke,3,0,3,1,1
ARKANSAS,AR,3,July,2013,July-3-2013,Embankment,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,3,June,2013,June-3-2013,Tree (Standing Only),Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,3,March,2013,March-3-2013,Embankment,Daylight,Clear,1,0,2,1,1
ARKANSAS,AR,3,March,2013,March-3-2013,Fell/Jumped from Vehicle,Daylight,Clear,1,0,2,1,1
ARKANSAS,AR,3,March,2013,March-3-2013,Tree (Standing Only),Dark - Not lighted,Clear,1,0,2,1,1
ARKANSAS,AR,3,May,2013,May-3-2013,Fence,Daylight,Rain,1,0,1,1,1
ARKANSAS,AR,3,November,2013,November-3-2013,Mail Box,Dark - Not lighted,Clear,1,0,3,2,1
ARKANSAS,AR,3,November,2013,November-3-2013,Parked Motor Vehicle (Not In Transport),Dark - Not lighted,Clear,2,0,2,1,1
ARKANSAS,AR,3,September,2013,September-3-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,4,April,2013,April-4-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,4,August,2013,August-4-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,4,August,2013,August-4-2013,Rollover/Overturn,Dark - Not lighted,Clear,1,0,3,1,1
ARKANSAS,AR,4,December,2013,December-4-2013,Culvert,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,4,December,2013,December-4-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,4,December,2013,December-4-2013,Tree (Standing Only),Daylight,Clear,1,0,2,2,1
ARKANSAS,AR,4,January,2013,January-4-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,2,1,1
ARKANSAS,AR,4,July,2013,July-4-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,5,1,1
ARKANSAS,AR,4,November,2013,November-4-2013,Fence,Dark - Not lighted,Rain,1,0,1,1,1
ARKANSAS,AR,4,November,2013,November-4-2013,Motor Vehicle in Transport,Dark - but lighted,Rain,2,0,6,2,1
ARKANSAS,AR,4,November,2013,November-4-2013,Rollover/Overturn,Dark - Not lighted,Rain,1,0,1,1,1
ARKANSAS,AR,4,November,2013,November-4-2013,Tree (Standing Only),Dark - Not lighted,Cloudy,1,0,4,4,1
ARKANSAS,AR,4,October,2013,October-4-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,2,1,1
ARKANSAS,AR,4,September,2013,September-4-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,3,1,1
ARKANSAS,AR,5,April,2013,April-5-2013,Utility Pole/Light Support,Dark - but lighted,Clear,1,0,1,1,1
ARKANSAS,AR,5,February,2013,February-5-2013,Motor Vehicle in Transport,Dark - but lighted,Fog Smog Smoke,2,0,2,1,1
ARKANSAS,AR,5,February,2013,February-5-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,5,February,2013,February-5-2013,Parked Motor Vehicle (Not In Transport),Daylight,Clear,2,0,1,1,1
ARKANSAS,AR,5,July,2013,July-5-2013,Ground,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,5,July,2013,July-5-2013,Tree (Standing Only),Daylight,Clear,1,0,2,1,1
ARKANSAS,AR,5,June,2013,June-5-2013,Rollover/Overturn,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,5,June,2013,June-5-2013,Tree (Standing Only),Daylight,Clear,2,0,3,2,2
ARKANSAS,AR,5,March,2013,March-5-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,4,1,1
ARKANSAS,AR,5,November,2013,November-5-2013,Embankment,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,5,November,2013,November-5-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,5,1,1
ARKANSAS,AR,5,September,2013,September-5-2013,Ditch,Daylight,Clear,1,0,2,1,1
ARKANSAS,AR,5,September,2013,September-5-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,4,1,1
ARKANSAS,AR,5,September,2013,September-5-2013,Tree (Standing Only),Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,6,April,2013,April-6-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,6,August,2013,August-6-2013,Embankment,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,6,February,2013,February-6-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,2,1,1
ARKANSAS,AR,6,January,2013,January-6-2013,Bridge Rail (Includes Parapet),Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,6,January,2013,January-6-2013,Ditch,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,6,January,2013,January-6-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,2,1,1
ARKANSAS,AR,6,June,2013,June-6-2013,Ground,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,6,June,2013,June-6-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,8,1,1
ARKANSAS,AR,6,June,2013,June-6-2013,Tree (Standing Only),Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,6,March,2013,March-6-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,6,May,2013,May-6-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,6,November,2013,November-6-2013,Embankment,Dark - Not lighted,Rain,1,0,1,1,1
ARKANSAS,AR,6,November,2013,November-6-2013,Motor Vehicle in Transport,Dark - but lighted,Clear,2,0,4,3,1
ARKANSAS,AR,6,November,2013,November-6-2013,Motor Vehicle in Transport,Daylight,Rain,2,0,4,1,1
ARKANSAS,AR,6,October,2013,October-6-2013,Guardrail Face,Dark - Not lighted,Clear,1,0,5,2,1
ARKANSAS,AR,6,September,2013,September-6-2013,Culvert,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,6,September,2013,September-6-2013,Other Fixed Object,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,7,April,2013,April-7-2013,Tree (Standing Only),Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,7,February,2013,February-7-2013,Tree (Standing Only),Daylight,Clear,1,0,2,2,1
ARKANSAS,AR,7,January,2013,January-7-2013,Rollover/Overturn,Dark - Not lighted,Clear,3,0,6,2,2
ARKANSAS,AR,7,June,2013,June-7-2013,Motor Vehicle in Transport,Daylight,Clear,4,0,2,1,1
ARKANSAS,AR,7,March,2013,March-7-2013,Bridge Rail (Includes Parapet),Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,7,March,2013,March-7-2013,Concrete Traffic Barrier,Daylight,Clear,1,0,2,1,1
ARKANSAS,AR,7,March,2013,March-7-2013,Pedestrian,Dark - Not lighted,Clear,1,2,1,1,1
ARKANSAS,AR,7,March,2013,March-7-2013,Tree (Standing Only),Dark - Not lighted,Clear,1,0,5,1,1
ARKANSAS,AR,7,May,2013,May-7-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,7,November,2013,November-7-2013,Pedestrian,Dark - Not lighted,Clear,1,1,2,1,1
ARKANSAS,AR,7,October,2013,October-7-2013,Pedestrian,Dark - but lighted,Clear,3,1,5,1,1
ARKANSAS,AR,7,September,2013,September-7-2013,Embankment,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,7,September,2013,September-7-2013,Non-Motorist on Personal Conveyance,Daylight,Clear,1,1,2,1,1
ARKANSAS,AR,7,September,2013,September-7-2013,Rollover/Overturn,Daylight,Clear,3,0,5,3,3
ARKANSAS,AR,8,April,2013,April-8-2013,Building,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,8,April,2013,April-8-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,8,December,2013,December-8-2013,Motor Vehicle in Transport,Dark - Not lighted,Fog Smog Smoke,2,0,3,1,1
ARKANSAS,AR,8,December,2013,December-8-2013,Pedestrian,Dark - Not lighted,Rain,1,1,4,1,1
ARKANSAS,AR,8,February,2013,February-8-2013,Motor Vehicle in Transport,Dark - Unknown Lighting,Clear,2,0,2,1,1
ARKANSAS,AR,8,February,2013,February-8-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,3,1,1
ARKANSAS,AR,8,July,2013,July-8-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,4,1,1
ARKANSAS,AR,8,July,2013,July-8-2013,Pedestrian,Dark - Not lighted,Clear,1,1,1,1,1
ARKANSAS,AR,8,July,2013,July-8-2013,Unknown,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,8,June,2013,June-8-2013,Fell/Jumped from Vehicle,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,8,June,2013,June-8-2013,Motor Vehicle in Transport,Daylight,Clear,4,0,7,2,2
ARKANSAS,AR,8,June,2013,June-8-2013,Pedestrian,Dark - Not lighted,Clear,1,1,2,1,1
ARKANSAS,AR,8,March,2013,March-8-2013,Pedestrian,Dark - but lighted,Clear,1,1,4,1,1
ARKANSAS,AR,8,May,2013,May-8-2013,Motor Vehicle in Transport,Daylight,Clear,8,0,11,2,2
ARKANSAS,AR,8,November,2013,November-8-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,8,October,2013,October-8-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,3,1,1
ARKANSAS,AR,8,September,2013,September-8-2013,Rollover/Overturn,Daylight,Clear,1,0,3,1,1
ARKANSAS,AR,9,April,2013,April-9-2013,Culvert,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,9,January,2013,January-9-2013,Tree (Standing Only),Daylight,Clear,1,0,3,1,1
ARKANSAS,AR,9,January,2013,January-9-2013,Tree (Standing Only),Daylight,Rain,1,0,1,1,1
ARKANSAS,AR,9,July,2013,July-9-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,9,June,2013,June-9-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,9,June,2013,June-9-2013,Rollover/Overturn,Dusk,Clear,1,0,1,1,1
ARKANSAS,AR,9,March,2013,March-9-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,2,1,1
ARKANSAS,AR,9,March,2013,March-9-2013,Rollover/Overturn,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,9,March,2013,March-9-2013,Tree (Standing Only),Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,9,May,2013,May-9-2013,Embankment,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,9,May,2013,May-9-2013,Rollover/Overturn,Dark - Not lighted,Fog Smog Smoke,1,0,1,1,1
ARKANSAS,AR,9,November,2013,November-9-2013,Rollover/Overturn,Dark - Not lighted,Clear,1,0,3,1,1
ARKANSAS,AR,9,October,2013,October-9-2013,Guardrail Face,Dark - Not lighted,Clear,1,0,2,1,1
ARKANSAS,AR,9,October,2013,October-9-2013,Motor Vehicle in Transport,Dark - but lighted,Clear,2,0,2,1,1
ARKANSAS,AR,10,April,2013,April-10-2013,Culvert,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,10,August,2013,August-10-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,3,0,9,3,1
ARKANSAS,AR,10,February,2013,February-10-2013,Embankment,Dark - Not lighted,Clear,1,0,3,3,1
ARKANSAS,AR,10,February,2013,February-10-2013,Pedestrian,Dusk,Clear,1,1,2,1,1
ARKANSAS,AR,10,January,2013,January-10-2013,Culvert,Daylight,Rain,1,0,2,1,1
ARKANSAS,AR,10,June,2013,June-10-2013,Pedestrian,Daylight,Clear,1,1,1,1,1
ARKANSAS,AR,10,March,2013,March-10-2013,Motor Vehicle in Transport,Daylight,Rain,2,0,4,2,1
ARKANSAS,AR,10,March,2013,March-10-2013,Tree (Standing Only),Daylight,Clear,1,0,2,1,1
ARKANSAS,AR,10,May,2013,May-10-2013,Tree (Standing Only),Daylight,Clear,1,0,2,1,1
ARKANSAS,AR,10,May,2013,May-10-2013,Utility Pole/Light Support,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,10,November,2013,November-10-2013,Pedestrian,Dark - but lighted,Clear,2,1,2,1,1
ARKANSAS,AR,10,November,2013,November-10-2013,Rollover/Overturn,Dark - Not lighted,Clear,3,0,1,1,1
ARKANSAS,AR,10,October,2013,October-10-2013,Ditch,Daylight,Clear,1,0,2,1,1
ARKANSAS,AR,10,September,2013,September-10-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,11,April,2013,April-11-2013,Motor Vehicle in Transport,Dark - Unknown Lighting,Rain,2,0,2,1,1
ARKANSAS,AR,11,August,2013,August-11-2013,Guardrail Face,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,11,August,2013,August-11-2013,Motor Vehicle in Transport,Daylight,Clear,3,0,7,1,1
ARKANSAS,AR,11,December,2013,December-11-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,2,1
ARKANSAS,AR,11,December,2013,December-11-2013,Parked Motor Vehicle (Not In Transport),Dark - but lighted,Clear,2,0,2,1,1
ARKANSAS,AR,11,December,2013,December-11-2013,Tree (Standing Only),Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,11,January,2013,January-11-2013,Fence,Dawn,Clear,1,0,1,1,1
ARKANSAS,AR,11,January,2013,January-11-2013,Rollover/Overturn,Daylight,Clear,1,0,2,1,1
ARKANSAS,AR,11,January,2013,January-11-2013,Tree (Standing Only),Dark - but lighted,Clear,1,0,1,1,1
ARKANSAS,AR,11,June,2013,June-11-2013,Culvert,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,11,June,2013,June-11-2013,Motor Vehicle in Transport,Daylight,Clear,4,0,4,2,2
ARKANSAS,AR,11,March,2013,March-11-2013,Pedestrian,Dawn,Clear,1,1,1,1,1
ARKANSAS,AR,11,September,2013,September-11-2013,Ditch,Dusk,Clear,1,0,1,1,1
ARKANSAS,AR,12,April,2013,April-12-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,4,1,1
ARKANSAS,AR,12,August,2013,August-12-2013,Boulder,Dark - Not lighted,Clear,1,0,2,2,1
ARKANSAS,AR,12,January,2013,January-12-2013,Non-Motorist on Personal Conveyance,Dark - Not lighted,Clear,1,1,1,1,1
ARKANSAS,AR,12,July,2013,July-12-2013,Fence,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,12,July,2013,July-12-2013,Motor Vehicle in Transport,Dark - but lighted,Clear,4,0,5,2,1
ARKANSAS,AR,12,July,2013,July-12-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,5,1,1
ARKANSAS,AR,12,June,2013,June-12-2013,Motor Vehicle in Transport,Daylight,Clear,4,0,6,3,2
ARKANSAS,AR,12,March,2013,March-12-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,2,1,1
ARKANSAS,AR,12,March,2013,March-12-2013,Motor Vehicle in Transport,Daylight,Clear,4,0,4,2,2
ARKANSAS,AR,12,May,2013,May-12-2013,Embankment,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,12,May,2013,May-12-2013,Pedalcyclist,Dark - Not lighted,Other,1,1,1,1,1
ARKANSAS,AR,12,October,2013,October-12-2013,Guardrail End,Daylight,Rain,1,0,2,1,1
ARKANSAS,AR,12,October,2013,October-12-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,4,1,1
ARKANSAS,AR,12,September,2013,September-12-2013,Motor Vehicle in Transport,Daylight,Clear,2,1,2,1,1
ARKANSAS,AR,13,April,2013,April-13-2013,Pedestrian,Dark - Not lighted,Clear,1,1,1,1,1
ARKANSAS,AR,13,August,2013,August-13-2013,Motor Vehicle in Transport,Daylight,Rain,2,0,2,1,1
ARKANSAS,AR,13,December,2013,December-13-2013,Bridge Rail (Includes Parapet),Daylight,Severe Crosswinds,1,0,1,1,1
ARKANSAS,AR,13,January,2013,January-13-2013,Curb,Not Reported,Clear,1,0,3,1,1
ARKANSAS,AR,13,July,2013,July-13-2013,Rollover/Overturn,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,13,June,2013,June-13-2013,Ditch,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,13,June,2013,June-13-2013,Ground,Daylight,Clear,1,0,2,1,1
ARKANSAS,AR,13,March,2013,March-13-2013,Tree (Standing Only),Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,13,May,2013,May-13-2013,Guardrail Face,Dusk,Clear,1,0,1,1,1
ARKANSAS,AR,13,November,2013,November-13-2013,Railway Vehicle,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,13,October,2013,October-13-2013,Motor Vehicle in Transport,Dark - but lighted,Clear,2,0,2,1,1
ARKANSAS,AR,13,October,2013,October-13-2013,Utility Pole/Light Support,Dark - Not lighted,Clear,1,0,2,1,1
ARKANSAS,AR,13,September,2013,September-13-2013,Traffic Sign Support,Daylight,Clear,1,0,2,1,1
ARKANSAS,AR,14,April,2013,April-14-2013,Ditch,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,14,April,2013,April-14-2013,Motor Vehicle in Transport,Dusk,Clear,2,0,2,1,1
ARKANSAS,AR,14,April,2013,April-14-2013,Tree (Standing Only),Daylight,Clear,2,0,3,2,2
ARKANSAS,AR,14,February,2013,February-14-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,14,February,2013,February-14-2013,Motor Vehicle in Transport,Dusk,Clear,3,0,4,1,1
ARKANSAS,AR,14,February,2013,February-14-2013,Tree (Standing Only),Dark - Unknown Lighting,Clear,1,0,1,1,1
ARKANSAS,AR,14,January,2013,January-14-2013,Rollover/Overturn,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,14,January,2013,January-14-2013,Tree (Standing Only),Daylight,Clear,1,0,2,1,1
ARKANSAS,AR,14,July,2013,July-14-2013,Bridge Pier or Support,Daylight,Other,1,0,1,1,1
ARKANSAS,AR,14,June,2013,June-14-2013,Embankment,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,14,June,2013,June-14-2013,Fell/Jumped from Vehicle,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,14,June,2013,June-14-2013,Ground,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,14,June,2013,June-14-2013,Rollover/Overturn,Daylight,Clear,1,0,4,1,1
ARKANSAS,AR,14,March,2013,March-14-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,2,1,1
ARKANSAS,AR,14,November,2013,November-14-2013,Guardrail Face,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,14,November,2013,November-14-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,3,1,1
ARKANSAS,AR,14,November,2013,November-14-2013,Parked Motor Vehicle (Not In Transport),Dark - Not lighted,Clear,2,0,2,1,1
ARKANSAS,AR,14,November,2013,November-14-2013,Pedestrian,Dark - Not lighted,Rain,1,1,1,1,1
ARKANSAS,AR,14,November,2013,November-14-2013,Rollover/Overturn,Daylight,Clear,1,0,2,1,1
ARKANSAS,AR,14,November,2013,November-14-2013,Tree (Standing Only),Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,15,August,2013,August-15-2013,Guardrail End,Dark - Not lighted,Clear,1,0,1,1,1
ARKANSAS,AR,15,December,2013,December-15-2013,Motor Vehicle in Transport,Dark - Not lighted,Clear,2,0,2,1,1
ARKANSAS,AR,15,December,2013,December-15-2013,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In-Transport",Daylight,Clear,2,0,4,1,1
ARKANSAS,AR,15,February,2013,February-15-2013,Motor Vehicle in Transport,Dark - Unknown Lighting,Clear,2,0,2,1,1
ARKANSAS,AR,15,January,2013,January-15-2013,Pedestrian,Dusk,Clear,3,1,2,1,1
ARKANSAS,AR,15,June,2013,June-15-2013,Ditch,Daylight,Clear,1,0,1,1,1
ARKANSAS,AR,15,June,2013,June-15-2013,Motor Vehicle in Transport,Daylight,Clear,2,0,6,1,1
ARKANSAS,AR,15,June,2013,June-15-2013,Rollover/Overturn,Dark - Unknown Lighting,Clear,1,0,1,1,1
ARKANSAS,AR,15,June,2013,June-15-2013,Rollover/Overturn,Daylight,Clear,1,0,1,1,1
