State Name,Expr1001,Light_cond_desc,Weather_condition,Month_name,YEAR,Day_Week_desc,SumOfFATALS,SumOfDRUNK_DR
ALABAMA,April,Dark - but lighted,Clear,April,2013,Friday,3,1
ALABAMA,April,Dark - but lighted,Clear,April,2013,Monday,1,0
ALABAMA,April,Dark - but lighted,Clear,April,2013,Saturday,1,1
ALABAMA,April,Dark - but lighted,Clear,April,2013,Sunday,1,0
ALABAMA,April,Dark - but lighted,Cloudy,April,2013,Sunday,2,0
ALABAMA,April,Dark - Not lighted,Clear,April,2013,Friday,1,1
ALABAMA,April,Dark - Not lighted,Clear,April,2013,Monday,1,0
ALABAMA,April,Dark - Not lighted,Clear,April,2013,Saturday,6,3
ALABAMA,April,Dark - Not lighted,Clear,April,2013,Sunday,1,0
ALABAMA,April,Dark - Not lighted,Clear,April,2013,Thursday,2,1
ALABAMA,April,Dark - Not lighted,Clear,April,2013,Tuesday,3,1
ALABAMA,April,Dark - Not lighted,Cloudy,April,2013,Thursday,3,0
ALABAMA,April,Dark - Not lighted,Cloudy,April,2013,Wednesday,1,0
ALABAMA,April,Dark - Not lighted,Rain,April,2013,Monday,1,0
ALABAMA,April,Dark - Unknown Lighting,Clear,April,2013,Friday,1,1
ALABAMA,April,Dawn,Clear,April,2013,Sunday,1,1
ALABAMA,April,Daylight,Clear,April,2013,Friday,8,0
ALABAMA,April,Daylight,Clear,April,2013,Monday,3,0
ALABAMA,April,Daylight,Clear,April,2013,Saturday,7,0
ALABAMA,April,Daylight,Clear,April,2013,Thursday,3,2
ALABAMA,April,Daylight,Clear,April,2013,Tuesday,5,0
ALABAMA,April,Daylight,Clear,April,2013,Wednesday,3,0
ALABAMA,April,Daylight,Cloudy,April,2013,Friday,1,0
ALABAMA,April,Daylight,Cloudy,April,2013,Monday,3,0
ALABAMA,April,Daylight,Cloudy,April,2013,Sunday,2,0
ALABAMA,April,Daylight,Cloudy,April,2013,Tuesday,2,0
ALABAMA,April,Daylight,Cloudy,April,2013,Wednesday,1,0
ALABAMA,April,Daylight,Fog Smog Smoke,April,2013,Monday,1,0
ALABAMA,April,Daylight,Rain,April,2013,Friday,2,0
ALABAMA,April,Daylight,Rain,April,2013,Monday,1,0
ALABAMA,April,Daylight,Rain,April,2013,Sunday,2,0
ALABAMA,April,Daylight,Rain,April,2013,Thursday,2,0
ALABAMA,August,Dark - but lighted,Clear,August,2013,Friday,1,0
ALABAMA,August,Dark - but lighted,Clear,August,2013,Monday,1,1
ALABAMA,August,Dark - but lighted,Clear,August,2013,Sunday,1,1
ALABAMA,August,Dark - but lighted,Cloudy,August,2013,Thursday,1,1
ALABAMA,August,Dark - Not lighted,Clear,August,2013,Friday,1,0
ALABAMA,August,Dark - Not lighted,Clear,August,2013,Saturday,4,3
ALABAMA,August,Dark - Not lighted,Clear,August,2013,Sunday,3,3
ALABAMA,August,Dark - Not lighted,Cloudy,August,2013,Friday,2,0
ALABAMA,August,Dark - Not lighted,Cloudy,August,2013,Monday,2,1
ALABAMA,August,Dark - Not lighted,Cloudy,August,2013,Sunday,1,1
ALABAMA,August,Dark - Not lighted,Fog Smog Smoke,August,2013,Monday,1,0
ALABAMA,August,Dark - Not lighted,Fog Smog Smoke,August,2013,Saturday,1,0
ALABAMA,August,Dark - Not lighted,Rain,August,2013,Saturday,1,0
ALABAMA,August,Dark - Not lighted,Rain,August,2013,Sunday,2,2
ALABAMA,August,Dark - Not lighted,Unknown,August,2013,Sunday,1,0
ALABAMA,August,Dawn,Clear,August,2013,Wednesday,1,0
ALABAMA,August,Daylight,Clear,August,2013,Friday,6,1
ALABAMA,August,Daylight,Clear,August,2013,Monday,3,0
ALABAMA,August,Daylight,Clear,August,2013,Thursday,5,0
ALABAMA,August,Daylight,Clear,August,2013,Tuesday,1,0
ALABAMA,August,Daylight,Clear,August,2013,Wednesday,3,1
ALABAMA,August,Daylight,Cloudy,August,2013,Friday,1,0
ALABAMA,August,Daylight,Cloudy,August,2013,Monday,1,1
ALABAMA,August,Daylight,Cloudy,August,2013,Thursday,1,0
ALABAMA,August,Daylight,Cloudy,August,2013,Tuesday,2,0
ALABAMA,August,Daylight,Cloudy,August,2013,Wednesday,1,0
ALABAMA,August,Daylight,Fog Smog Smoke,August,2013,Thursday,1,0
ALABAMA,August,Daylight,Rain,August,2013,Tuesday,1,0
ALABAMA,December,Dark - but lighted,Clear,December,2013,Saturday,1,1
ALABAMA,December,Dark - but lighted,Clear,December,2013,Thursday,2,1
ALABAMA,December,Dark - but lighted,Clear,December,2013,Wednesday,1,0
ALABAMA,December,Dark - but lighted,Cloudy,December,2013,Friday,1,0
ALABAMA,December,Dark - but lighted,Cloudy,December,2013,Saturday,2,0
ALABAMA,December,Dark - but lighted,Rain,December,2013,Saturday,3,0
ALABAMA,December,Dark - but lighted,Rain,December,2013,Sunday,1,1
ALABAMA,December,Dark - Not lighted,Clear,December,2013,Friday,1,1
ALABAMA,December,Dark - Not lighted,Clear,December,2013,Saturday,1,1
ALABAMA,December,Dark - Not lighted,Clear,December,2013,Sunday,4,1
ALABAMA,December,Dark - Not lighted,Clear,December,2013,Thursday,1,0
ALABAMA,December,Dark - Not lighted,Clear,December,2013,Tuesday,1,0
ALABAMA,December,Dark - Not lighted,Clear,December,2013,Wednesday,1,1
ALABAMA,December,Dark - Not lighted,Cloudy,December,2013,Friday,1,0
ALABAMA,December,Dark - Not lighted,Cloudy,December,2013,Monday,3,0
ALABAMA,December,Dark - Not lighted,Cloudy,December,2013,Saturday,2,2
ALABAMA,December,Dark - Not lighted,Cloudy,December,2013,Thursday,2,0
ALABAMA,December,Dark - Not lighted,Cloudy,December,2013,Tuesday,1,0
ALABAMA,December,Dark - Not lighted,Fog Smog Smoke,December,2013,Sunday,2,0
ALABAMA,December,Dark - Not lighted,Fog Smog Smoke,December,2013,Wednesday,2,0
ALABAMA,December,Dark - Not lighted,Rain,December,2013,Friday,1,0
ALABAMA,December,Dark - Not lighted,Rain,December,2013,Saturday,5,1
ALABAMA,December,Dark - Not lighted,Rain,December,2013,Sunday,2,1
ALABAMA,December,Dark - Not lighted,Rain,December,2013,Thursday,1,0
ALABAMA,December,Dark - Not lighted,Rain,December,2013,Tuesday,4,1
ALABAMA,December,Dark - Not lighted,Rain,December,2013,Wednesday,1,1
ALABAMA,December,Dark - Unknown Lighting,Fog Smog Smoke,December,2013,Sunday,1,0
ALABAMA,December,Dawn,Clear,December,2013,Thursday,1,0
ALABAMA,December,Daylight,Clear,December,2013,Friday,7,0
ALABAMA,December,Daylight,Clear,December,2013,Monday,1,1
ALABAMA,December,Daylight,Clear,December,2013,Saturday,1,0
ALABAMA,December,Daylight,Clear,December,2013,Tuesday,2,0
ALABAMA,December,Daylight,Clear,December,2013,Wednesday,2,0
ALABAMA,December,Daylight,Cloudy,December,2013,Saturday,1,0
ALABAMA,December,Daylight,Cloudy,December,2013,Wednesday,2,0
ALABAMA,December,Daylight,Rain,December,2013,Monday,5,0
ALABAMA,December,Daylight,Rain,December,2013,Saturday,1,0
ALABAMA,December,Dusk,Clear,December,2013,Monday,1,0
ALABAMA,December,Unknown,Unknown,December,2013,Thursday,2,0
ALABAMA,February,Dark - but lighted,Clear,February,2013,Friday,1,1
ALABAMA,February,Dark - but lighted,Clear,February,2013,Saturday,6,4
ALABAMA,February,Dark - but lighted,Clear,February,2013,Sunday,2,1
ALABAMA,February,Dark - but lighted,Clear,February,2013,Thursday,1,1
ALABAMA,February,Dark - but lighted,Clear,February,2013,Tuesday,3,1
ALABAMA,February,Dark - but lighted,Clear,February,2013,Wednesday,3,2
ALABAMA,February,Dark - but lighted,Cloudy,February,2013,Saturday,1,2
ALABAMA,February,Dark - but lighted,Cloudy,February,2013,Sunday,3,2
ALABAMA,February,Dark - but lighted,Cloudy,February,2013,Thursday,1,0
ALABAMA,February,Dark - but lighted,Cloudy,February,2013,Tuesday,2,2
ALABAMA,February,Dark - but lighted,Cloudy,February,2013,Wednesday,1,0
ALABAMA,February,Dark - but lighted,Rain,February,2013,Monday,1,0
ALABAMA,February,Dark - but lighted,Rain,February,2013,Thursday,1,0
ALABAMA,February,Dark - but lighted,Rain,February,2013,Tuesday,1,0
ALABAMA,February,Dark - but lighted,Rain,February,2013,Wednesday,1,1
ALABAMA,February,Dark - Not lighted,Clear,February,2013,Saturday,1,1
ALABAMA,February,Dark - Not lighted,Cloudy,February,2013,Thursday,1,0
ALABAMA,February,Dark - Not lighted,Fog Smog Smoke,February,2013,Saturday,1,1
ALABAMA,February,Dark - Not lighted,Rain,February,2013,Tuesday,1,0
ALABAMA,February,Daylight,Clear,February,2013,Friday,3,1
ALABAMA,February,Daylight,Clear,February,2013,Monday,2,0
ALABAMA,February,Daylight,Clear,February,2013,Saturday,1,0
ALABAMA,February,Daylight,Clear,February,2013,Sunday,2,0
ALABAMA,February,Daylight,Clear,February,2013,Thursday,4,1
ALABAMA,February,Daylight,Clear,February,2013,Tuesday,1,0
ALABAMA,February,Daylight,Clear,February,2013,Wednesday,1,0
ALABAMA,February,Daylight,Cloudy,February,2013,Friday,3,1
ALABAMA,February,Daylight,Cloudy,February,2013,Monday,1,0
ALABAMA,February,Daylight,Cloudy,February,2013,Saturday,1,0
ALABAMA,February,Daylight,Cloudy,February,2013,Thursday,1,0
ALABAMA,February,Daylight,Rain,February,2013,Monday,1,0
ALABAMA,February,Daylight,Rain,February,2013,Sunday,1,0
ALABAMA,February,Daylight,Rain,February,2013,Tuesday,1,0
ALABAMA,February,Dusk,Rain,February,2013,Monday,1,0
ALABAMA,January,Dark - but lighted,Clear,January,2013,Friday,2,2
ALABAMA,January,Dark - but lighted,Clear,January,2013,Monday,4,1
ALABAMA,January,Dark - but lighted,Clear,January,2013,Saturday,4,2
ALABAMA,January,Dark - but lighted,Clear,January,2013,Sunday,4,3
ALABAMA,January,Dark - but lighted,Clear,January,2013,Thursday,1,0
ALABAMA,January,Dark - but lighted,Clear,January,2013,Tuesday,3,1
ALABAMA,January,Dark - but lighted,Clear,January,2013,Wednesday,1,0
ALABAMA,January,Dark - but lighted,Cloudy,January,2013,Saturday,2,1
ALABAMA,January,Dark - but lighted,Cloudy,January,2013,Thursday,2,0
ALABAMA,January,Dark - but lighted,Cloudy,January,2013,Wednesday,1,1
ALABAMA,January,Dark - but lighted,Rain,January,2013,Friday,1,0
ALABAMA,January,Dark - but lighted,Rain,January,2013,Monday,1,1
ALABAMA,January,Dark - but lighted,Rain,January,2013,Saturday,1,1
ALABAMA,January,Dark - but lighted,Rain,January,2013,Sunday,1,0
ALABAMA,January,Dark - but lighted,Rain,January,2013,Thursday,2,0
ALABAMA,January,Dark - but lighted,Rain,January,2013,Wednesday,1,0
ALABAMA,January,Dark - Not lighted,Clear,January,2013,Wednesday,1,0
ALABAMA,January,Dark - Not lighted,Cloudy,January,2013,Monday,1,0
ALABAMA,January,Dark - Not lighted,Cloudy,January,2013,Sunday,2,0
ALABAMA,January,Dark - Not lighted,Fog Smog Smoke,January,2013,Friday,1,0
ALABAMA,January,Dark - Not lighted,Rain,January,2013,Monday,1,0
ALABAMA,January,Daylight,Clear,January,2013,Friday,1,0
ALABAMA,January,Daylight,Clear,January,2013,Monday,4,0
ALABAMA,January,Daylight,Clear,January,2013,Saturday,3,1
ALABAMA,January,Daylight,Clear,January,2013,Sunday,2,0
ALABAMA,January,Daylight,Clear,January,2013,Thursday,3,0
ALABAMA,January,Daylight,Clear,January,2013,Tuesday,1,0
ALABAMA,January,Daylight,Clear,January,2013,Wednesday,1,0
ALABAMA,January,Daylight,Cloudy,January,2013,Friday,3,0
ALABAMA,January,Daylight,Cloudy,January,2013,Saturday,2,1
ALABAMA,January,Daylight,Cloudy,January,2013,Sunday,2,1
ALABAMA,January,Daylight,Cloudy,January,2013,Thursday,1,0
ALABAMA,January,Daylight,Cloudy,January,2013,Tuesday,3,0
ALABAMA,January,Daylight,Rain,January,2013,Friday,2,2
ALABAMA,January,Daylight,Rain,January,2013,Monday,1,0
ALABAMA,January,Daylight,Rain,January,2013,Tuesday,1,0
ALABAMA,January,Daylight,Rain,January,2013,Wednesday,4,0
ALABAMA,January,Unknown,Cloudy,January,2013,Sunday,1,0
ALABAMA,July,Dark - but lighted,Clear,July,2013,Sunday,1,1
ALABAMA,July,Dark - but lighted,Clear,July,2013,Wednesday,1,0
ALABAMA,July,Dark - but lighted,Cloudy,July,2013,Saturday,1,1
ALABAMA,July,Dark - but lighted,Cloudy,July,2013,Tuesday,1,1
ALABAMA,July,Dark - but lighted,Cloudy,July,2013,Wednesday,1,0
ALABAMA,July,Dark - but lighted,Not Reported,July,2013,Saturday,1,0
ALABAMA,July,Dark - Not lighted,Clear,July,2013,Friday,2,2
ALABAMA,July,Dark - Not lighted,Clear,July,2013,Monday,5,2
ALABAMA,July,Dark - Not lighted,Clear,July,2013,Saturday,2,1
ALABAMA,July,Dark - Not lighted,Clear,July,2013,Sunday,1,0
ALABAMA,July,Dark - Not lighted,Clear,July,2013,Tuesday,1,1
ALABAMA,July,Dark - Not lighted,Clear,July,2013,Wednesday,2,2
ALABAMA,July,Dark - Not lighted,Cloudy,July,2013,Saturday,1,0
ALABAMA,July,Dark - Not lighted,Cloudy,July,2013,Sunday,2,1
ALABAMA,July,Dark - Not lighted,Cloudy,July,2013,Thursday,1,0
ALABAMA,July,Dark - Not lighted,Cloudy,July,2013,Tuesday,1,1
ALABAMA,July,Dark - Not lighted,Cloudy,July,2013,Wednesday,1,0
ALABAMA,July,Dark - Not lighted,Rain,July,2013,Sunday,1,1
ALABAMA,July,Dark - Not lighted,Rain,July,2013,Thursday,1,0
ALABAMA,July,Dark - Unknown Lighting,Clear,July,2013,Wednesday,1,1
ALABAMA,July,Daylight,Clear,July,2013,Friday,3,1
ALABAMA,July,Daylight,Clear,July,2013,Monday,3,1
ALABAMA,July,Daylight,Clear,July,2013,Saturday,1,0
ALABAMA,July,Daylight,Clear,July,2013,Sunday,7,0
ALABAMA,July,Daylight,Clear,July,2013,Thursday,2,1
ALABAMA,July,Daylight,Clear,July,2013,Tuesday,5,0
ALABAMA,July,Daylight,Clear,July,2013,Wednesday,3,0
ALABAMA,July,Daylight,Cloudy,July,2013,Monday,3,2
ALABAMA,July,Daylight,Cloudy,July,2013,Sunday,1,0
ALABAMA,July,Daylight,Cloudy,July,2013,Thursday,1,0
ALABAMA,July,Daylight,Cloudy,July,2013,Tuesday,1,1
ALABAMA,July,Daylight,Cloudy,July,2013,Wednesday,1,0
ALABAMA,July,Daylight,Rain,July,2013,Sunday,1,0
ALABAMA,July,Dusk,Clear,July,2013,Thursday,1,0
ALABAMA,July,Unknown,Unknown,July,2013,Thursday,1,0
ALABAMA,June,Dark - but lighted,Clear,June,2013,Saturday,3,2
ALABAMA,June,Dark - but lighted,Clear,June,2013,Sunday,3,1
ALABAMA,June,Dark - but lighted,Cloudy,June,2013,Sunday,1,2
ALABAMA,June,Dark - but lighted,Cloudy,June,2013,Thursday,1,0
ALABAMA,June,Dark - but lighted,Cloudy,June,2013,Wednesday,2,1
ALABAMA,June,Dark - Not lighted,Clear,June,2013,Friday,4,0
ALABAMA,June,Dark - Not lighted,Clear,June,2013,Saturday,8,2
ALABAMA,June,Dark - Not lighted,Clear,June,2013,Sunday,14,8
ALABAMA,June,Dark - Not lighted,Clear,June,2013,Thursday,1,1
ALABAMA,June,Dark - Not lighted,Clear,June,2013,Tuesday,1,0
ALABAMA,June,Dark - Not lighted,Cloudy,June,2013,Saturday,4,2
ALABAMA,June,Dark - Not lighted,Fog Smog Smoke,June,2013,Thursday,1,0
ALABAMA,June,Dark - Not lighted,Rain,June,2013,Thursday,1,0
ALABAMA,June,Daylight,Clear,June,2013,Friday,7,1
ALABAMA,June,Daylight,Clear,June,2013,Monday,5,0
ALABAMA,June,Daylight,Clear,June,2013,Saturday,6,1
ALABAMA,June,Daylight,Clear,June,2013,Sunday,2,0
ALABAMA,June,Daylight,Clear,June,2013,Thursday,2,1
ALABAMA,June,Daylight,Clear,June,2013,Tuesday,3,0
ALABAMA,June,Daylight,Clear,June,2013,Wednesday,4,0
ALABAMA,June,Daylight,Cloudy,June,2013,Friday,1,0
ALABAMA,June,Daylight,Cloudy,June,2013,Monday,2,0
ALABAMA,June,Daylight,Cloudy,June,2013,Saturday,2,0
ALABAMA,June,Daylight,Cloudy,June,2013,Sunday,5,1
ALABAMA,June,Daylight,Cloudy,June,2013,Thursday,2,0
ALABAMA,June,Daylight,Cloudy,June,2013,Tuesday,1,0
ALABAMA,June,Daylight,Rain,June,2013,Friday,1,0
ALABAMA,March,Dark - but lighted,Clear,March,2013,Friday,4,2
ALABAMA,March,Dark - but lighted,Clear,March,2013,Saturday,4,2
ALABAMA,March,Dark - but lighted,Clear,March,2013,Sunday,5,2
ALABAMA,March,Dark - but lighted,Clear,March,2013,Thursday,1,1
ALABAMA,March,Dark - but lighted,Clear,March,2013,Tuesday,1,0
ALABAMA,March,Dark - but lighted,Clear,March,2013,Wednesday,1,0
ALABAMA,March,Dark - but lighted,Cloudy,March,2013,Monday,1,1
ALABAMA,March,Dark - but lighted,Cloudy,March,2013,Sunday,1,0
ALABAMA,March,Dark - but lighted,Cloudy,March,2013,Tuesday,1,1
ALABAMA,March,Dark - but lighted,Rain,March,2013,Monday,1,0
ALABAMA,March,Dark - Not lighted,Clear,March,2013,Friday,1,1
ALABAMA,March,Dark - Not lighted,Clear,March,2013,Saturday,1,1
ALABAMA,March,Dark - Not lighted,Clear,March,2013,Sunday,1,1
ALABAMA,March,Dark - Not lighted,Clear,March,2013,Thursday,1,0
ALABAMA,March,Dark - Not lighted,Cloudy,March,2013,Friday,2,0
ALABAMA,March,Dark - Not lighted,Cloudy,March,2013,Saturday,1,0
ALABAMA,March,Dark - Not lighted,Cloudy,March,2013,Sunday,1,0
ALABAMA,March,Dark - Not lighted,Rain,March,2013,Saturday,1,0
ALABAMA,March,Dawn,Clear,March,2013,Thursday,1,0
ALABAMA,March,Dawn,Cloudy,March,2013,Sunday,1,1
ALABAMA,March,Daylight,Clear,March,2013,Friday,6,0
ALABAMA,March,Daylight,Clear,March,2013,Monday,3,0
ALABAMA,March,Daylight,Clear,March,2013,Saturday,1,0
ALABAMA,March,Daylight,Clear,March,2013,Sunday,4,1
ALABAMA,March,Daylight,Clear,March,2013,Thursday,6,1
ALABAMA,March,Daylight,Clear,March,2013,Tuesday,4,1
ALABAMA,March,Daylight,Clear,March,2013,Wednesday,4,2
ALABAMA,March,Daylight,Cloudy,March,2013,Friday,1,1
ALABAMA,March,Daylight,Cloudy,March,2013,Monday,1,0
ALABAMA,March,Daylight,Cloudy,March,2013,Sunday,1,0
ALABAMA,March,Daylight,Cloudy,March,2013,Tuesday,1,0
ALABAMA,March,Daylight,Rain,March,2013,Monday,4,0
ALABAMA,March,Daylight,Rain,March,2013,Sunday,1,0
ALABAMA,March,Daylight,Rain,March,2013,Tuesday,2,0
ALABAMA,May,Dark - but lighted,Clear,May,2013,Friday,1,0
ALABAMA,May,Dark - but lighted,Clear,May,2013,Monday,2,0
ALABAMA,May,Dark - but lighted,Clear,May,2013,Thursday,1,0
ALABAMA,May,Dark - but lighted,Cloudy,May,2013,Monday,1,0
ALABAMA,May,Dark - but lighted,Rain,May,2013,Tuesday,1,1
ALABAMA,May,Dark - Not lighted,Clear,May,2013,Friday,4,1
ALABAMA,May,Dark - Not lighted,Clear,May,2013,Monday,1,1
ALABAMA,May,Dark - Not lighted,Clear,May,2013,Thursday,3,1
ALABAMA,May,Dark - Not lighted,Cloudy,May,2013,Friday,1,1
ALABAMA,May,Dark - Not lighted,Cloudy,May,2013,Sunday,1,1
ALABAMA,May,Dark - Not lighted,Rain,May,2013,Friday,2,0
ALABAMA,May,Dark - Not lighted,Rain,May,2013,Saturday,1,0
ALABAMA,May,Dark - Unknown Lighting,Clear,May,2013,Friday,1,0
ALABAMA,May,Daylight,Clear,May,2013,Friday,6,1
ALABAMA,May,Daylight,Clear,May,2013,Monday,2,1
ALABAMA,May,Daylight,Clear,May,2013,Saturday,5,1
ALABAMA,May,Daylight,Clear,May,2013,Sunday,1,0
ALABAMA,May,Daylight,Clear,May,2013,Thursday,7,1
ALABAMA,May,Daylight,Clear,May,2013,Tuesday,7,0
ALABAMA,May,Daylight,Clear,May,2013,Wednesday,10,2
ALABAMA,May,Daylight,Cloudy,May,2013,Friday,1,1
ALABAMA,May,Daylight,Cloudy,May,2013,Sunday,2,0
ALABAMA,May,Daylight,Cloudy,May,2013,Thursday,1,0
ALABAMA,May,Daylight,Rain,May,2013,Friday,1,0
ALABAMA,May,Daylight,Rain,May,2013,Monday,1,0
ALABAMA,May,Dusk,Clear,May,2013,Thursday,1,0
ALABAMA,May,Unknown,Unknown,May,2013,Friday,3,0
ALABAMA,November,Dark - but lighted,Clear,November,2013,Friday,1,0
ALABAMA,November,Dark - but lighted,Clear,November,2013,Sunday,2,2
ALABAMA,November,Dark - but lighted,Clear,November,2013,Thursday,3,2
ALABAMA,November,Dark - but lighted,Clear,November,2013,Tuesday,1,0
ALABAMA,November,Dark - but lighted,Cloudy,November,2013,Thursday,1,1
ALABAMA,November,Dark - Not lighted,Clear,November,2013,Friday,3,2
ALABAMA,November,Dark - Not lighted,Clear,November,2013,Monday,2,1
ALABAMA,November,Dark - Not lighted,Clear,November,2013,Saturday,8,5
ALABAMA,November,Dark - Not lighted,Clear,November,2013,Sunday,4,2
ALABAMA,November,Dark - Not lighted,Clear,November,2013,Thursday,4,1
ALABAMA,November,Dark - Not lighted,Clear,November,2013,Tuesday,1,0
ALABAMA,November,Dark - Not lighted,Clear,November,2013,Wednesday,2,0
ALABAMA,November,Dark - Not lighted,Cloudy,November,2013,Saturday,2,1
ALABAMA,November,Dark - Not lighted,Cloudy,November,2013,Sunday,1,1
ALABAMA,November,Dark - Not lighted,Cloudy,November,2013,Wednesday,2,0
ALABAMA,November,Dark - Not lighted,Rain,November,2013,Friday,1,0
ALABAMA,November,Dark - Not lighted,Rain,November,2013,Monday,1,0
ALABAMA,November,Dark - Not lighted,Rain,November,2013,Sunday,1,0
ALABAMA,November,Dark - Not lighted,Rain,November,2013,Tuesday,1,0
ALABAMA,November,Dawn,Clear,November,2013,Saturday,1,1
ALABAMA,November,Daylight,Clear,November,2013,Friday,3,1
ALABAMA,November,Daylight,Clear,November,2013,Monday,2,0
ALABAMA,November,Daylight,Clear,November,2013,Saturday,8,1
ALABAMA,November,Daylight,Clear,November,2013,Sunday,4,0
ALABAMA,November,Daylight,Clear,November,2013,Thursday,5,0
ALABAMA,November,Daylight,Clear,November,2013,Wednesday,4,0
ALABAMA,November,Daylight,Cloudy,November,2013,Friday,1,0
ALABAMA,November,Daylight,Cloudy,November,2013,Saturday,3,1
ALABAMA,November,Daylight,Cloudy,November,2013,Thursday,2,1
ALABAMA,November,Daylight,Not Reported,November,2013,Friday,1,0
ALABAMA,November,Daylight,Rain,November,2013,Friday,1,0
ALABAMA,November,Daylight,Rain,November,2013,Sunday,1,0
ALABAMA,November,Daylight,Rain,November,2013,Tuesday,1,0
ALABAMA,November,Dusk,Clear,November,2013,Saturday,1,0
ALABAMA,November,Dusk,Clear,November,2013,Tuesday,2,0
ALABAMA,October,Dark - but lighted,Clear,October,2013,Saturday,1,0
ALABAMA,October,Dark - but lighted,Clear,October,2013,Sunday,1,0
ALABAMA,October,Dark - but lighted,Clear,October,2013,Tuesday,1,0
ALABAMA,October,Dark - but lighted,Clear,October,2013,Wednesday,2,0
ALABAMA,October,Dark - but lighted,Cloudy,October,2013,Friday,1,1
ALABAMA,October,Dark - but lighted,Cloudy,October,2013,Saturday,1,1
ALABAMA,October,Dark - but lighted,Cloudy,October,2013,Thursday,2,1
ALABAMA,October,Dark - but lighted,Rain,October,2013,Saturday,1,1
ALABAMA,October,Dark - Not lighted,Clear,October,2013,Friday,7,3
ALABAMA,October,Dark - Not lighted,Clear,October,2013,Monday,2,2
ALABAMA,October,Dark - Not lighted,Clear,October,2013,Saturday,8,4
ALABAMA,October,Dark - Not lighted,Clear,October,2013,Sunday,1,1
ALABAMA,October,Dark - Not lighted,Clear,October,2013,Thursday,2,1
ALABAMA,October,Dark - Not lighted,Clear,October,2013,Tuesday,1,1
ALABAMA,October,Dark - Not lighted,Clear,October,2013,Wednesday,3,2
ALABAMA,October,Dark - Not lighted,Cloudy,October,2013,Saturday,1,1
ALABAMA,October,Dark - Not lighted,Cloudy,October,2013,Sunday,2,0
ALABAMA,October,Dark - Not lighted,Cloudy,October,2013,Tuesday,3,1
ALABAMA,October,Dark - Not lighted,Cloudy,October,2013,Wednesday,1,0
ALABAMA,October,Dark - Not lighted,Rain,October,2013,Friday,1,1
ALABAMA,October,Dark - Not lighted,Rain,October,2013,Sunday,1,1
ALABAMA,October,Dark - Unknown Lighting,Clear,October,2013,Sunday,1,1
ALABAMA,October,Dark - Unknown Lighting,Cloudy,October,2013,Tuesday,1,1
ALABAMA,October,Daylight,Clear,October,2013,Friday,6,1
ALABAMA,October,Daylight,Clear,October,2013,Monday,7,0
ALABAMA,October,Daylight,Clear,October,2013,Saturday,3,2
ALABAMA,October,Daylight,Clear,October,2013,Sunday,2,0
ALABAMA,October,Daylight,Clear,October,2013,Thursday,3,0
ALABAMA,October,Daylight,Clear,October,2013,Tuesday,3,0
ALABAMA,October,Daylight,Clear,October,2013,Wednesday,4,0
ALABAMA,October,Daylight,Cloudy,October,2013,Monday,2,0
ALABAMA,October,Daylight,Cloudy,October,2013,Saturday,1,0
ALABAMA,October,Daylight,Cloudy,October,2013,Thursday,2,0
ALABAMA,October,Daylight,Cloudy,October,2013,Tuesday,3,1
ALABAMA,October,Daylight,Cloudy,October,2013,Wednesday,1,0
ALABAMA,October,Daylight,Rain,October,2013,Monday,1,0
ALABAMA,October,Daylight,Rain,October,2013,Thursday,3,0
ALABAMA,October,Dusk,Cloudy,October,2013,Saturday,1,0
ALABAMA,October,Dusk,Cloudy,October,2013,Sunday,1,0
ALABAMA,September,Dark - but lighted,Clear,September,2013,Friday,1,0
ALABAMA,September,Dark - but lighted,Clear,September,2013,Monday,1,0
ALABAMA,September,Dark - but lighted,Clear,September,2013,Saturday,1,1
ALABAMA,September,Dark - but lighted,Clear,September,2013,Sunday,3,2
ALABAMA,September,Dark - Not lighted,Clear,September,2013,Friday,4,1
ALABAMA,September,Dark - Not lighted,Clear,September,2013,Monday,2,0
ALABAMA,September,Dark - Not lighted,Clear,September,2013,Saturday,4,2
ALABAMA,September,Dark - Not lighted,Clear,September,2013,Sunday,3,1
ALABAMA,September,Dark - Not lighted,Clear,September,2013,Tuesday,2,1
ALABAMA,September,Dark - Not lighted,Clear,September,2013,Wednesday,2,0
ALABAMA,September,Dark - Not lighted,Cloudy,September,2013,Monday,3,2
ALABAMA,September,Dark - Not lighted,Cloudy,September,2013,Tuesday,1,1
ALABAMA,September,Dark - Not lighted,Rain,September,2013,Saturday,1,0
ALABAMA,September,Dark - Not lighted,Rain,September,2013,Tuesday,1,0
ALABAMA,September,Dark - Unknown Lighting,Clear,September,2013,Sunday,1,1
ALABAMA,September,Dark - Unknown Lighting,Not Reported,September,2013,Sunday,1,0
ALABAMA,September,Daylight,Clear,September,2013,Friday,2,0
ALABAMA,September,Daylight,Clear,September,2013,Monday,9,0
ALABAMA,September,Daylight,Clear,September,2013,Saturday,4,2
ALABAMA,September,Daylight,Clear,September,2013,Sunday,5,1
ALABAMA,September,Daylight,Clear,September,2013,Thursday,3,0
ALABAMA,September,Daylight,Clear,September,2013,Tuesday,3,0
ALABAMA,September,Daylight,Clear,September,2013,Wednesday,8,2
ALABAMA,September,Daylight,Fog Smog Smoke,September,2013,Monday,1,0
ALABAMA,September,Daylight,Rain,September,2013,Monday,1,0
ALABAMA,September,Daylight,Rain,September,2013,Saturday,1,0
